,,trf146
mouse_embryo_body,training_time,43.0
mouse_embryo_body,erf_rate_before_training,0.005746777114046573
mouse_embryo_body,erf_rate,0.526740345533648
mouse_embryo_body,dice_score,0.22678436361229473
mouse_embryo_body,object_rate,4.52721239018172
mouse_embryo_body,accuracy,0.8249092345645755
mouse_embryo_body,sensitivity,
mouse_embryo_body,specificity,0.8791482339975125
mouse_embryo_body,jaccard_score,0.17494109011994516
